id,name,character,season_number,episode_number,type
1534886.0,Taylor Webb,Sue,3,3,guest stars
1537484.0,Anna Stromberg,Catty Girl #2,3,3,guest stars
52082.0,Ashley Gorrell,Catty Girl #3,3,3,guest stars
6726.0,Sheryl Lee,Ellie Harp,3,3,guest stars
1215008.0,Vaughn Wilson,Fergie,3,3,guest stars
1215021.0,Cullen Moss,Junk,3,3,guest stars
1921207.0,Preston Corbell,Preston / Student,3,3,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,4,cast
98050.0,James Lafferty,Nathan Scott,3,4,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,4,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,4,cast
73035.0,Paul Johansson,Dan Scott,3,4,cast
54830.0,Sophia Bush,Brooke Davis,3,4,cast
12852.0,Barry Corbin,Whitey Durham,3,4,cast
4138.0,Craig Sheffer,Keith Scott,3,4,cast
20005.0,Moira Kelly,Karen Roe,3,4,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,4,cast
166897.0,Lee Norris,Mouth McFadden,3,4,cast
81164.0,Danneel Ackles,Rachel Gatina,3,4,guest stars
419.0,Tyler Hilton,Chris Keller,3,4,guest stars
114021.0,Kevin Kilner,Larry Sawyer,3,4,guest stars
65166.0,Mark Joy,Mayor Mullins,3,4,guest stars
168688.0,Johanna Jowett,Store Manager,3,4,guest stars
1537490.0,Gabrielle Eubank,Stripper #1,3,4,guest stars
961981.0,Suzanne Quast,Stripper #2,3,4,guest stars
1537492.0,Peyton Lee,Hans,3,4,guest stars
135982.0,Joe Trohman,Joe Trohman,3,4,guest stars
135981.0,Pete Wentz,Pete Wentz,3,4,guest stars
135980.0,Patrick Stump,Patrick Stump,3,4,guest stars
6726.0,Sheryl Lee,Ellie Harp,3,4,guest stars
135983.0,Andy Hurley,Andy Hurley,3,4,guest stars
1921207.0,Preston Corbell,Preston / Student,3,4,guest stars
3277487.0,Jody Whitehurst,Customer,3,4,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,5,cast
98050.0,James Lafferty,Nathan Scott,3,5,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,5,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,5,cast
73035.0,Paul Johansson,Dan Scott,3,5,cast
54830.0,Sophia Bush,Brooke Davis,3,5,cast
12852.0,Barry Corbin,Whitey Durham,3,5,cast
4138.0,Craig Sheffer,Keith Scott,3,5,cast
20005.0,Moira Kelly,Karen Roe,3,5,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,5,cast
166897.0,Lee Norris,Mouth McFadden,3,5,cast
81164.0,Danneel Ackles,Rachel Gatina,3,5,guest stars
419.0,Tyler Hilton,Chris Keller,3,5,guest stars
205976.0,Kelsey Asbille,Gigi,3,5,guest stars
1537905.0,Arielle Quatro,Kiki,3,5,guest stars
1392600.0,Samuel Elliott Whisnant,Guy,3,5,guest stars
133590.0,Bevin Prince,Bevin,3,5,guest stars
6726.0,Sheryl Lee,Ellie Harp,3,5,guest stars
79499.0,Brett Claywell,Tim,3,5,guest stars
3862010.0,Caroline Dollar,Energetic Girl,3,5,guest stars
3475696.0,Frances Anne Civitano,Nervous Girl,3,5,guest stars
3212045.0,Jessica Looney,Perky Girl,3,5,guest stars
3862011.0,Mark Andrew Jones,Geeky Guy,3,5,guest stars
3862013.0,Hanna Collins,Normal Girl,3,5,guest stars
2120486.0,Danielle Motley,Clown Girl,3,5,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,6,cast
98050.0,James Lafferty,Nathan Scott,3,6,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,6,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,6,cast
73035.0,Paul Johansson,Dan Scott,3,6,cast
54830.0,Sophia Bush,Brooke Davis,3,6,cast
12852.0,Barry Corbin,Whitey Durham,3,6,cast
4138.0,Craig Sheffer,Keith Scott,3,6,cast
20005.0,Moira Kelly,Karen Roe,3,6,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,6,cast
166897.0,Lee Norris,Mouth McFadden,3,6,cast
81164.0,Danneel Ackles,Rachel Gatina,3,6,guest stars
93602.0,Antwon Tanner,Skills Taylor,3,6,guest stars
419.0,Tyler Hilton,Chris Keller,3,6,guest stars
1191231.0,Kenzie Dalton,Cheerleader #1,3,6,guest stars
78430.0,Julianna Guill,Ashley,3,6,guest stars
1106984.0,Dave Cohen,Sportscaster,3,6,guest stars
133590.0,Bevin Prince,Bevin,3,6,guest stars
1215008.0,Vaughn Wilson,Fergie,3,6,guest stars
3862016.0,Joselyn Rose,Teacher,3,6,guest stars
3862018.0,Jennifer Lucaciu,Cheerleader #2,3,6,guest stars
2558716.0,Victoria Jones,Cheerleader #3,3,6,guest stars
3862019.0,Chelsea Golden,Cheerleader #4,3,6,guest stars
3862020.0,Daniel Smith,Daniel,3,6,guest stars
3862022.0,Mary Carol Erny,Metermaid,3,6,guest stars
3862023.0,Tamara Morgan,Cheerleader #5,3,6,guest stars
3862025.0,Jason Eaves,Boy Draft #1,3,6,guest stars
3862026.0,Sarah Nilsen,High School Student,3,6,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,7,cast
98050.0,James Lafferty,Nathan Scott,3,7,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,7,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,7,cast
73035.0,Paul Johansson,Dan Scott,3,7,cast
54830.0,Sophia Bush,Brooke Davis,3,7,cast
12852.0,Barry Corbin,Whitey Durham,3,7,cast
4138.0,Craig Sheffer,Keith Scott,3,7,cast
20005.0,Moira Kelly,Karen Roe,3,7,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,7,cast
166897.0,Lee Norris,Mouth McFadden,3,7,cast
81164.0,Danneel Ackles,Rachel Gatina,3,7,guest stars
93602.0,Antwon Tanner,Skills Taylor,3,7,guest stars
419.0,Tyler Hilton,Chris Keller,3,7,guest stars
133590.0,Bevin Prince,Bevin,3,7,guest stars
79499.0,Brett Claywell,Tim,3,7,guest stars
1215008.0,Vaughn Wilson,Fergie,3,7,guest stars
1215021.0,Cullen Moss,Junk,3,7,guest stars
41217.0,Tom Bosley,Mel McFadden,3,7,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,8,cast
98050.0,James Lafferty,Nathan Scott,3,8,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,8,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,8,cast
73035.0,Paul Johansson,Dan Scott,3,8,cast
54830.0,Sophia Bush,Brooke Davis,3,8,cast
12852.0,Barry Corbin,Whitey Durham,3,8,cast
4138.0,Craig Sheffer,Keith Scott,3,8,cast
20005.0,Moira Kelly,Karen Roe,3,8,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,8,cast
166897.0,Lee Norris,Mouth McFadden,3,8,cast
81164.0,Danneel Ackles,Rachel Gatina,3,8,guest stars
419.0,Tyler Hilton,Chris Keller,3,8,guest stars
168688.0,Johanna Jowett,Store Manager,3,8,guest stars
205976.0,Kelsey Asbille,Gigi,3,8,guest stars
1195827.0,David Temple,DJ,3,8,guest stars
3070.0,Chris Haywood,Shop Owner,3,8,guest stars
133590.0,Bevin Prince,Bevin,3,8,guest stars
79499.0,Brett Claywell,Tim,3,8,guest stars
3862026.0,Sarah Nilsen,High School Student,3,8,guest stars
3862029.0,Clay Broaddus,Basketball Player,3,8,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,9,cast
98050.0,James Lafferty,Nathan Scott,3,9,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,9,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,9,cast
73035.0,Paul Johansson,Dan Scott,3,9,cast
54830.0,Sophia Bush,Brooke Davis,3,9,cast
12852.0,Barry Corbin,Whitey Durham,3,9,cast
4138.0,Craig Sheffer,Keith Scott,3,9,cast
20005.0,Moira Kelly,Karen Roe,3,9,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,9,cast
166897.0,Lee Norris,Mouth McFadden,3,9,cast
419.0,Tyler Hilton,Chris Keller,3,9,guest stars
168688.0,Johanna Jowett,Store Manager,3,9,guest stars
13645.0,Danny Woodburn,Marty,3,9,guest stars
1488163.0,Jennifer Keddy,Peyngel,3,9,guest stars
65171.0,Tim Parati,Dexter,3,9,guest stars
1538286.0,Kelvin Amburgey,Emanuelle,3,9,guest stars
1477824.0,John Keenan,Police Officer,3,9,guest stars
1084821.0,Belinda Keller,Female Officer,3,9,guest stars
156809.0,April Turner,Woman,3,9,guest stars
1538287.0,L.J. Woodard,Reporter,3,9,guest stars
1538288.0,Brett Pryor,Advisor,3,9,guest stars
1538289.0,Dominic L. Santana,Henchman,3,9,guest stars
1371000.0,Pete Burris,Riverboat Cop,3,9,guest stars
1538290.0,Dino Muccio,Casino Cop,3,9,guest stars
133590.0,Bevin Prince,Bevin,3,9,guest stars
3862033.0,Jimmy Moore,Engineer,3,9,guest stars
100396.0,Jason Saucier,Henchman,3,9,guest stars
3862035.0,Kevin Wethington,Steven Hill,3,9,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,10,cast
98050.0,James Lafferty,Nathan Scott,3,10,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,10,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,10,cast
73035.0,Paul Johansson,Dan Scott,3,10,cast
54830.0,Sophia Bush,Brooke Davis,3,10,cast
12852.0,Barry Corbin,Whitey Durham,3,10,cast
4138.0,Craig Sheffer,Keith Scott,3,10,cast
20005.0,Moira Kelly,Karen Roe,3,10,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,10,cast
166897.0,Lee Norris,Mouth McFadden,3,10,cast
81164.0,Danneel Ackles,Rachel Gatina,3,10,guest stars
202952.0,Mekia Cox,Faith Banks,3,10,guest stars
1538294.0,Sarah Sullivan,Tara,3,10,guest stars
935999.0,Cooper Musgrove,Tommy,3,10,guest stars
1538296.0,Chris Drake,Joe,3,10,guest stars
1538297.0,Brandon Xavier,Chuck,3,10,guest stars
1191231.0,Kenzie Dalton,Cheerleader,3,10,guest stars
133590.0,Bevin Prince,Bevin,3,10,guest stars
6726.0,Sheryl Lee,Ellie Harp,3,10,guest stars
1215008.0,Vaughn Wilson,Fergie,3,10,guest stars
1215021.0,Cullen Moss,Junk,3,10,guest stars
3862036.0,Ashlea Wiest,Ravens Cheerleader,3,10,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,11,cast
98050.0,James Lafferty,Nathan Scott,3,11,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,11,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,11,cast
73035.0,Paul Johansson,Dan Scott,3,11,cast
54830.0,Sophia Bush,Brooke Davis,3,11,cast
12852.0,Barry Corbin,Whitey Durham,3,11,cast
4138.0,Craig Sheffer,Keith Scott,3,11,cast
20005.0,Moira Kelly,Karen Roe,3,11,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,11,cast
166897.0,Lee Norris,Mouth McFadden,3,11,cast
81164.0,Danneel Ackles,Rachel Gatina,3,11,guest stars
168745.0,Ron Clinton Smith,Otis,3,11,guest stars
168679.0,Michael Harding,Chief,3,11,guest stars
61100.0,Phillip DeVona,Band Manager,3,11,guest stars
6726.0,Sheryl Lee,Ellie Harp,3,11,guest stars
2068484.0,Justin Colvin,Policeman,3,11,guest stars
3862038.0,Naryan Sawyers,Player,3,11,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,12,cast
98050.0,James Lafferty,Nathan Scott,3,12,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,12,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,12,cast
73035.0,Paul Johansson,Dan Scott,3,12,cast
54830.0,Sophia Bush,Brooke Davis,3,12,cast
12852.0,Barry Corbin,Whitey Durham,3,12,cast
4138.0,Craig Sheffer,Keith Scott,3,12,cast
20005.0,Moira Kelly,Karen Roe,3,12,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,12,cast
166897.0,Lee Norris,Mouth McFadden,3,12,cast
81164.0,Danneel Ackles,Rachel Gatina,3,12,guest stars
205976.0,Kelsey Asbille,Gigi,3,12,guest stars
1538670.0,Donna Cooper,Guidance Counselor,3,12,guest stars
1534836.0,David Bridgewater,Detective,3,12,guest stars
1538671.0,David Reinwald,Scout,3,12,guest stars
1538672.0,Don A. King,Police Detective,3,12,guest stars
133590.0,Bevin Prince,Bevin,3,12,guest stars
6726.0,Sheryl Lee,Ellie Harp,3,12,guest stars
79499.0,Brett Claywell,Tim,3,12,guest stars
3862029.0,Clay Broaddus,Basketball Player,3,12,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,13,cast
98050.0,James Lafferty,Nathan Scott,3,13,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,13,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,13,cast
73035.0,Paul Johansson,Dan Scott,3,13,cast
54830.0,Sophia Bush,Brooke Davis,3,13,cast
12852.0,Barry Corbin,Whitey Durham,3,13,cast
4138.0,Craig Sheffer,Keith Scott,3,13,cast
20005.0,Moira Kelly,Karen Roe,3,13,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,13,cast
166897.0,Lee Norris,Mouth McFadden,3,13,cast
81164.0,Danneel Ackles,Rachel Gatina,3,13,guest stars
6726.0,Sheryl Lee,Ellie Harp,3,13,guest stars
3172121.0,Austin James,Terry,3,13,guest stars
3862041.0,Jackson Pearce,Young Keith,3,13,guest stars
3862042.0,Charlie Garland,Young Dan,3,13,guest stars
3862043.0,Patricia Wells,Bank Manager,3,13,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,14,cast
98050.0,James Lafferty,Nathan Scott,3,14,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,14,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,14,cast
73035.0,Paul Johansson,Dan Scott,3,14,cast
54830.0,Sophia Bush,Brooke Davis,3,14,cast
12852.0,Barry Corbin,Whitey Durham,3,14,cast
4138.0,Craig Sheffer,Keith Scott,3,14,cast
20005.0,Moira Kelly,Karen Roe,3,14,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,14,cast
166897.0,Lee Norris,Mouth McFadden,3,14,cast
81164.0,Danneel Ackles,Rachel Gatina,3,14,guest stars
93602.0,Antwon Tanner,Skills Taylor,3,14,guest stars
53185.0,Texas Battle,Tony Battle,3,14,guest stars
229031.0,Peyton List,Solaris,3,14,guest stars
58511.0,Brian George,Daoud,3,14,guest stars
37937.0,Gregory Alan Williams,Chuck,3,14,guest stars
145177.0,Sheila Cutchlow,Susan,3,14,guest stars
1092891.0,Natalie Khoury,Juliet,3,14,guest stars
133590.0,Bevin Prince,Bevin,3,14,guest stars
3862045.0,Destiny Lamb,Leah,3,14,guest stars
3861337.0,Khari King,Cam,3,14,guest stars
1477844.0,Sam Robinson,Travis,3,14,guest stars
3862048.0,Ayesha Jordan,Guinivere,3,14,guest stars
3862019.0,Chelsea Golden,Chelsea,3,14,guest stars
1535749.0,Julie Krystina,Cheerleader,3,14,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,15,cast
98050.0,James Lafferty,Nathan Scott,3,15,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,15,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,15,cast
73035.0,Paul Johansson,Dan Scott,3,15,cast
54830.0,Sophia Bush,Brooke Davis,3,15,cast
12852.0,Barry Corbin,Whitey Durham,3,15,cast
4138.0,Craig Sheffer,Keith Scott,3,15,cast
20005.0,Moira Kelly,Karen Roe,3,15,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,15,cast
166897.0,Lee Norris,Mouth McFadden,3,15,cast
81164.0,Danneel Ackles,Rachel Gatina,3,15,guest stars
52494.0,Colin Fickes,Jimmy Edwards,3,15,guest stars
135982.0,Joe Trohman,Joe Trohman,3,15,guest stars
135981.0,Pete Wentz,Pete Wentz,3,15,guest stars
135980.0,Patrick Stump,Patrick Stump,3,15,guest stars
112287.0,John Cates,Rusty,3,15,guest stars
1477823.0,Shawn Shepard,Principal Turner,3,15,guest stars
1377317.0,Jeremy DeCarlos,Dallas,3,15,guest stars
2597680.0,Tammy Fontaine,Stagehand,3,15,guest stars
1534900.0,Patrick Stogner,Young Keith,3,15,guest stars
1215030.0,Zachary Dylan Smith,Young Dan,3,15,guest stars
1276459.0,Jonathan Furr,Dunlap Brother #1,3,15,guest stars
203825.0,Sean Johnson,Dunlap Brother #2,3,15,guest stars
3862055.0,Melissa Seitz,Cute Girl,3,15,guest stars
2642236.0,John R. Brennan,Friend #1,3,15,guest stars
3862057.0,Andrew Hurley,Andrew Hurley,3,15,guest stars
3862059.0,Andrew McMahon,Andrew McMahon,3,15,guest stars
3862029.0,Clay Broaddus,VIP Bouncer,3,15,guest stars
1535749.0,Julie Krystina,Cheerleader,3,15,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,16,cast
98050.0,James Lafferty,Nathan Scott,3,16,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,16,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,16,cast
73035.0,Paul Johansson,Dan Scott,3,16,cast
54830.0,Sophia Bush,Brooke Davis,3,16,cast
12852.0,Barry Corbin,Whitey Durham,3,16,cast
4138.0,Craig Sheffer,Keith Scott,3,16,cast
20005.0,Moira Kelly,Karen Roe,3,16,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,16,cast
166897.0,Lee Norris,Mouth McFadden,3,16,cast
81164.0,Danneel Ackles,Rachel Gatina,3,16,guest stars
93602.0,Antwon Tanner,Skills Taylor,3,16,guest stars
52494.0,Colin Fickes,Jimmy Edwards,3,16,guest stars
63731.0,Marcus Coloma,Marcus Johnson,3,16,guest stars
38706.0,Allison Scagliotti,Abby Brown,3,16,guest stars
1534836.0,David Bridgewater,Reeves,3,16,guest stars
1538948.0,Renee Vincent,Mrs. Edwards,3,16,guest stars
112287.0,John Cates,Rusty,3,16,guest stars
99207.0,Amber Wallace,Glenda,3,16,guest stars
1477823.0,Shawn Shepard,Principal Turner,3,16,guest stars
133590.0,Bevin Prince,Bevin,3,16,guest stars
203829.0,Nina Jones,Mrs. Farrell,3,16,guest stars
2088255.0,Sharon Graci,Sheila,3,16,guest stars
1556596.0,Teresa Smith,Concerned Parent #1,3,16,guest stars
3256051.0,Craig Galloway,Officer,3,16,guest stars
1459617.0,Jeff Howard,Officer #3,3,16,guest stars
3862067.0,Bobby Kennedy,SWAT #1,3,16,guest stars
3862068.0,Byron Thigpen,SWAT #2,3,16,guest stars
3862069.0,Rick Roberts,Police Officer,3,16,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,17,cast
98050.0,James Lafferty,Nathan Scott,3,17,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,17,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,17,cast
73035.0,Paul Johansson,Dan Scott,3,17,cast
54830.0,Sophia Bush,Brooke Davis,3,17,cast
12852.0,Barry Corbin,Whitey Durham,3,17,cast
4138.0,Craig Sheffer,Keith Scott,3,17,cast
20005.0,Moira Kelly,Karen Roe,3,17,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,17,cast
166897.0,Lee Norris,Mouth McFadden,3,17,cast
81164.0,Danneel Ackles,Rachel Gatina,3,17,guest stars
93602.0,Antwon Tanner,Skills Taylor,3,17,guest stars
114021.0,Kevin Kilner,Larry Sawyer,3,17,guest stars
1538948.0,Renee Vincent,Mrs. Edwards,3,17,guest stars
112287.0,John Cates,Rusty,3,17,guest stars
52490.0,Robert C. Treveiler,Preacher,3,17,guest stars
1538949.0,Katie Karambelas,Student,3,17,guest stars
174158.0,Barbara Weetman,Grief Counselor,3,17,guest stars
1477823.0,Shawn Shepard,Principal Turner,3,17,guest stars
133590.0,Bevin Prince,Bevin,3,17,guest stars
1215008.0,Vaughn Wilson,Fergie,3,17,guest stars
1215021.0,Cullen Moss,Junk,3,17,guest stars
1534900.0,Patrick Stogner,Young Keith,3,17,guest stars
1215030.0,Zachary Dylan Smith,Young Dan,3,17,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,18,cast
98050.0,James Lafferty,Nathan Scott,3,18,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,18,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,18,cast
73035.0,Paul Johansson,Dan Scott,3,18,cast
54830.0,Sophia Bush,Brooke Davis,3,18,cast
12852.0,Barry Corbin,Whitey Durham,3,18,cast
4138.0,Craig Sheffer,Keith Scott,3,18,cast
20005.0,Moira Kelly,Karen Roe,3,18,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,18,cast
166897.0,Lee Norris,Mouth McFadden,3,18,cast
81164.0,Danneel Ackles,Rachel Gatina,3,18,guest stars
93602.0,Antwon Tanner,Skills Taylor,3,18,guest stars
135981.0,Pete Wentz,Pete Wentz,3,18,guest stars
133590.0,Bevin Prince,Bevin,3,18,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,19,cast
98050.0,James Lafferty,Nathan Scott,3,19,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,19,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,19,cast
73035.0,Paul Johansson,Dan Scott,3,19,cast
54830.0,Sophia Bush,Brooke Davis,3,19,cast
12852.0,Barry Corbin,Whitey Durham,3,19,cast
4138.0,Craig Sheffer,Keith Scott,3,19,cast
20005.0,Moira Kelly,Karen Roe,3,19,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,19,cast
166897.0,Lee Norris,Mouth McFadden,3,19,cast
81164.0,Danneel Ackles,Rachel Gatina,3,19,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,3,19,guest stars
114021.0,Kevin Kilner,Larry Sawyer,3,19,guest stars
83456.0,Michael Trucco,Cooper Lee,3,19,guest stars
1538953.0,Brandon Wade,Brandon,3,19,guest stars
16460.0,Marcus Lyle Brown,Father Gillespie,3,19,guest stars
3862029.0,Clay Broaddus,Basketball Player,3,19,guest stars
3862074.0,Alexandra Del Sole,Airplane Passenger,3,19,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,20,cast
98050.0,James Lafferty,Nathan Scott,3,20,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,20,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,20,cast
73035.0,Paul Johansson,Dan Scott,3,20,cast
54830.0,Sophia Bush,Brooke Davis,3,20,cast
12852.0,Barry Corbin,Whitey Durham,3,20,cast
4138.0,Craig Sheffer,Keith Scott,3,20,cast
20005.0,Moira Kelly,Karen Roe,3,20,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,20,cast
166897.0,Lee Norris,Mouth McFadden,3,20,cast
81164.0,Danneel Ackles,Rachel Gatina,3,20,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,3,20,guest stars
131366.0,Joshua Snyder,Damien West,3,20,guest stars
83456.0,Michael Trucco,Cooper Lee,3,20,guest stars
168699.0,Brendan Kirsch,Brendan,3,20,guest stars
205976.0,Kelsey Asbille,Gigi,3,20,guest stars
1538958.0,Keith Pratt,Billy,3,20,guest stars
133590.0,Bevin Prince,Bevin,3,20,guest stars
1223719.0,Sarah Edwards,Theresa,3,20,guest stars
3862029.0,Clay Broaddus,Basketball Player,3,20,guest stars
3256051.0,Craig Galloway,Officer,3,20,guest stars
3862075.0,Chris Mink,Young Nathan,3,20,guest stars
3862079.0,Mark Wilson,Oak Lake Coach,3,20,guest stars
1722177.0,Gabe Wood,Ref,3,20,guest stars
3862082.0,Jeff Loman,Radio Announcer (voice),3,20,guest stars
3862083.0,Luna Burgess,Cheering Crowd Member,3,20,guest stars
3862084.0,Kevin Snow,Raven Mascot,3,20,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,21,cast
98050.0,James Lafferty,Nathan Scott,3,21,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,21,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,21,cast
73035.0,Paul Johansson,Dan Scott,3,21,cast
54830.0,Sophia Bush,Brooke Davis,3,21,cast
12852.0,Barry Corbin,Whitey Durham,3,21,cast
4138.0,Craig Sheffer,Keith Scott,3,21,cast
20005.0,Moira Kelly,Karen Roe,3,21,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,21,cast
166897.0,Lee Norris,Mouth McFadden,3,21,cast
81164.0,Danneel Ackles,Rachel Gatina,3,21,guest stars
23821.0,Bryan Greenberg,Jake Jagielski,3,21,guest stars
63731.0,Marcus Coloma,Marcus Johnson,3,21,guest stars
205976.0,Kelsey Asbille,Gigi,3,21,guest stars
133590.0,Bevin Prince,Bevin,3,21,guest stars
1215008.0,Vaughn Wilson,Fergie,3,21,guest stars
1215021.0,Cullen Moss,Junk,3,21,guest stars
62747.0,Chad Michael Murray,Lucas Scott,3,22,cast
98050.0,James Lafferty,Nathan Scott,3,22,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,3,22,cast
35472.0,Hilarie Burton,Peyton Sawyer,3,22,cast
73035.0,Paul Johansson,Dan Scott,3,22,cast
54830.0,Sophia Bush,Brooke Davis,3,22,cast
12852.0,Barry Corbin,Whitey Durham,3,22,cast
4138.0,Craig Sheffer,Keith Scott,3,22,cast
20005.0,Moira Kelly,Karen Roe,3,22,cast
44033.0,Barbara Alyn Woods,Deb Scott,3,22,cast
166897.0,Lee Norris,Mouth McFadden,3,22,cast
81164.0,Danneel Ackles,Rachel Gatina,3,22,guest stars
83456.0,Michael Trucco,Cooper Lee,3,22,guest stars
1538965.0,Michelle Featherstone,Michelle Featherstone,3,22,guest stars
16460.0,Marcus Lyle Brown,Priest,3,22,guest stars
1538967.0,Sean Guerrero,Bartender,3,22,guest stars
1088137.0,Landon Ashworth,Josh,3,22,guest stars
3720.0,Rick Roberts,Wedding Guest,3,22,guest stars
1538968.0,Hilary Russo,Caterer,3,22,guest stars
133590.0,Bevin Prince,Bevin,3,22,guest stars
1215008.0,Vaughn Wilson,Fergie,3,22,guest stars
1215021.0,Cullen Moss,Junk,3,22,guest stars
1536670.0,Daniel Newman,Michael,3,22,guest stars
1534900.0,Patrick Stogner,Young Keith,3,22,guest stars
3862085.0,Angela Chambers,Party Girl,3,22,guest stars
62747.0,Chad Michael Murray,Lucas Scott,4,1,cast
98050.0,James Lafferty,Nathan Scott,4,1,cast
1118081.0,Bethany Joy Lenz,Haley James Scott,4,1,cast
35472.0,Hilarie Burton,Peyton Sawyer,4,1,cast
73035.0,Paul Johansson,Dan Scott,4,1,cast
54830.0,Sophia Bush,Brooke Davis,4,1,cast
12852.0,Barry Corbin,Whitey Durham,4,1,cast
20005.0,Moira Kelly,Karen Roe,4,1,cast
81164.0,Danneel Ackles,Rachel Gatina,4,1,cast
44033.0,Barbara Alyn Woods,Deb Scott,4,1,cast
166897.0,Lee Norris,Mouth McFadden,4,1,cast
93602.0,Antwon Tanner,Skills Taylor,4,1,cast
4138.0,Craig Sheffer,Keith Scott,4,1,guest stars
83456.0,Michael Trucco,Cooper Lee,4,1,guest stars
74587.0,Terry Loughlin,Doctor,4,1,guest stars
1534836.0,David Bridgewater,Reeves,4,1,guest stars
1411698.0,Dorothy Recasner Brown,Doctor #2,4,1,guest stars
1215008.0,Vaughn Wilson,Fergie,4,1,guest stars
1215021.0,Cullen Moss,Junk,4,1,guest stars
1534900.0,Patrick Stogner,Young Keith,4,1,guest stars
3256051.0,Craig Galloway,Officer,4,1,guest stars
3862147.0,Jessica Lucas,KiKi,4,1,guest stars
3862152.0,Debra Terry,Reporter #1,4,1,guest stars
83606.0,Tom Huff,Reporter #2,4,1,guest stars
1694113.0,Troy Rudeseal,Nurse,4,1,guest stars
