event_id,season,episode,time,type,person_1,person_2,description,last_updated_timestamp,update_comment,main_type,path,person_nbr,all_partners,role_season_ep_count,role_ep_count
106,2,5,0:38:07,kiss,Brooke,Peyton,Dare Night.,1/26/2023 21:06,,kiss,|Brooke|Peyton|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
107,2,5,0:39:20,kiss,Haley,Nathan,Coming home from Dare Night.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
108,2,6,0:12:48,kiss,Brooke,Felix,In the janitor's closet at school.,1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
109,2,6,0:26:28,kiss [implied],Brooke,Felix,Felix gets dressed and discusses being friends with benefits (or just benefits).,1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
110,2,6,0:32:35,kiss,Jules,Keith,Watching the meteor shower at the dealership.,1/26/2023 21:06,,kiss,|Jules|Keith|,1,|Keith|,5.0,5.0
111,2,6,0:35:07,kiss,Anna,Lucas,Dropping her home after the meteor shower.,1/26/2023 21:06,,kiss,|Anna|Lucas|,1,|Peyton|Darby|Lucas|,7.0,7.0
112,2,7,0:02:03,kiss [implied],Brooke,Felix,"""I thought we had an understanding: once the hooking up is over, you go home.""",1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
113,2,7,0:29:23,kiss,Brooke,Mouth,"After Brooke tells him he's ""...like a really great little brother.""",1/26/2023 21:06,,kiss,|Brooke|Mouth|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
114,2,7,0:31:41,fight,Felix,Mouth,Felix shoves Mouth away while Mouth is reproaching Felix for his treatment of Brooke.,1/26/2023 21:06,,fight,|Felix|Mouth|,1,|Mouth|Keith|Lucas|,6.0,6.0
115,2,7,0:32:05,fight,Felix,Lucas,Felix and Lucas punch each other at the TRIC opening.,1/26/2023 21:06,,fight,|Felix|Lucas|,1,|Mouth|Keith|Lucas|,6.0,6.0
116,2,7,0:32:22,fight,Felix,Keith,Throwing Felix out of TRIC.,1/26/2023 21:06,,fight,|Felix|Keith|,1,|Mouth|Keith|Lucas|,6.0,6.0
117,2,7,0:33:59,kiss,Anna,Lucas,After the TRIC opening.,1/26/2023 21:06,,kiss,|Anna|Lucas|,1,|Peyton|Darby|Lucas|,7.0,7.0
118,2,7,0:35:30,kiss,Andy,Karen,After the TRIC opening.,1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
119,2,7,0:36:43,kiss,Haley,Nathan,After the TRIC opening.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
120,2,7,0:40:57,kiss,Jules,Keith,After the TRIC opening.,1/26/2023 21:06,,kiss,|Jules|Keith|,1,|Keith|,5.0,5.0
121,2,8,0:01:43,kiss,Brooke,Felix,"""It's the good girls who keep diaries.. """,1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
122,2,8,0:04:08,kiss [continued],Jules,Keith,Keith wakes up at Jules's house the mornig after the TRIC opening.,1/26/2023 21:06,,kiss,|Jules|Keith|,1,|Keith|,5.0,5.0
123,2,8,0:04:26,kiss,Jules,Keith,Waking up in the morning after the TRIC opening.,1/26/2023 21:06,,kiss,|Jules|Keith|,1,|Keith|,5.0,5.0
124,2,8,0:06:23,kiss,Haley,Nathan,As Nathan and Lucas leave for Charlotte.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
125,2,8,0:09:10,kiss,Andy,Karen,Walking around campus.,1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
126,2,8,0:11:16,kiss,Brooke,Felix,Caught in Nathan & Haley's apartment.,1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
127,2,8,0:22:22,kiss,Andy,Karen,After handing Karen her A paper.,1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
128,2,8,0:31:17,kiss,Andy,Karen,"""I know how important this is to you... I would never do anything to compromise that.""",1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
129,2,8,0:35:44,kiss,Andy,Karen,Waking up.,1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
130,2,8,0:36:38,kiss,Jules,Keith,Giving Jules a key.,1/26/2023 21:06,,kiss,|Jules|Keith|,1,|Keith|,5.0,5.0
131,2,8,0:39:47,kiss,Haley,Nathan,After Nathan returns from Charlotte.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
132,2,9,0:02:23,kiss,Haley,Nathan,Discussing the dance.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
133,2,9,0:27:11,kiss,Haley,Nathan,Prom king & queen.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
134,2,9,0:29:16,kiss,Anna,Lucas,At the after-formal party.,1/26/2023 21:06,,kiss,|Anna|Lucas|,1,|Peyton|Darby|Lucas|,7.0,7.0
135,2,10,0:10:13,fight,Chris,Nathan,Nathan shoves Chris against the wall and threatens him over his relationship with Haley.,1/26/2023 21:06,,fight,|Chris|Nathan|,1,|Nathan|Lucas|Alex|Sergei|Poker Players|Chase|Brooke|,2.0,14.0
136,2,10,0:22:54,kiss,Anna,Lucas,After Lucas drops off Brooke's repaired car.,1/26/2023 21:06,,kiss,|Anna|Lucas|,1,|Peyton|Darby|Lucas|,7.0,7.0
137,2,10,0:31:16,kiss [implied],Brooke,Felix,Felix walks out of Brooke's bathroom after Peyton says she's glad Brooke and Felix broke up.,1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
138,2,10,0:32:57,kiss,Chris,Haley,"In the studio, after Haley tells him she doesn't want to work with him anymore.",1/26/2023 21:06,,kiss,|Chris|Haley|,1,|Guitar Tech?|Strip Club Server|Tara|Cinnamon|Peyton|Brooke|Pony|Haley|,2.0,14.0
139,2,10,0:42:23,kiss,Brooke,Felix,"""... just tell me if you can show me your heart..."" and Lucas shows up at Brooke's door.",1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
140,2,11,0:01:01,kiss [continued],Brooke,Felix,As Lucas watches from the doorway. Continued from the previous episode.,1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
141,2,11,0:01:50,kiss,Chris,Haley,"At the bus station, before telling Chris she can't go with him.",1/26/2023 21:06,,kiss,|Chris|Haley|,1,|Guitar Tech?|Strip Club Server|Tara|Cinnamon|Peyton|Brooke|Pony|Haley|,2.0,14.0
142,2,11,0:09:03,kiss,Brooke,Felix,"""Hey, Brooke... You forgot  something...""",1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
143,2,11,0:13:54,kiss [implied],Nathan,Taylor,"Nathan admits to Lucas that Nathan's first sexual partner was Taylor (Haley's sister), when Nathan was a freshman.",1/26/2023 21:06,,kiss,|Nathan|Taylor|,1,|Gigi|Peyton|Melody|Taylor|Carrie|Haley|Brooke|Rachel|,18.0,123.0
144,2,11,0:19:10,kiss,Anna,Peyton,"At Peyton's house, while Peyton is comforting Anna about Anna's breakup with Lucas.",1/26/2023 21:06,,kiss,|Anna|Peyton|,1,|Peyton|Darby|Lucas|,7.0,7.0
145,2,11,0:21:58,fight,Felix,Lucas,"Felix hits Lucas for hurting Anna, then Felix and Lucas fight.",1/26/2023 21:06,,fight,|Felix|Lucas|,1,|Mouth|Keith|Lucas|,6.0,6.0
146,2,11,0:42:18,kiss,Haley,Nathan,Cooking dinner.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
147,2,12,0:06:15,kiss,Haley,Nathan,"""... whoever my first was wasn't nearly as important as my last.""",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
148,2,12,0:19:59,fight,Haley,Taylor,Haley pulls Taylor's ear and they slap each over Taylor's remarks about Nathan's past.,1/26/2023 21:06,,fight,|Haley|Taylor|,1,|Randy|Damien|Chuck's Mom|Sue|Renee|Officer Stevens|Dan|Billy (Drug Dealer)|Taylor|Carrie|Daunte|Brooke|Rachel|,13.0,106.0
149,2,12,0:26:18,kiss,Haley,Nathan,Making up after the Taylor incident.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
150,2,12,0:26:33,kiss,Jules,Keith,Arriving for dinner at the Scotts'.,1/26/2023 21:06,,kiss,|Jules|Keith|,1,|Keith|,5.0,5.0
151,2,12,0:30:19,kiss,Brooke,Felix,While Brooke is researching ways to improve her crabby job conditions.,1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
152,2,12,0:34:52,kiss,Jules,Keith,Telling Lucas about their engagement.,1/26/2023 21:06,,kiss,|Jules|Keith|,1,|Keith|,5.0,5.0
153,2,12,0:37:38,kiss,Brooke,Felix,After Brooke's work protest is effective.,1/26/2023 21:06,,kiss,|Brooke|Felix|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
154,2,12,0:39:35,kiss,Haley,Nathan,Walking along the riverfront.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
155,2,12,0:41:13,kiss,Jules,Keith,After their engagement.,1/26/2023 21:06,,kiss,|Jules|Keith|,1,|Keith|,5.0,5.0
156,2,13,0:18:34,kiss,Haley,Nathan,Having breakfast as Taylor tells them she is moving out.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
157,2,14,0:14:54,fight,Dan,Nathan,Nathan punches Dan after a comment about his marriage.,1/26/2023 21:06,,fight,|Dan|Nathan|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,9.0,49.0
158,2,14,0:16:00,fight,Brooke,Jock,Brooke shoves him for wearing a demeaning election sticker and pinches him until he gives up the source.,1/26/2023 21:06,,fight,|Brooke|Jock|,1,|Zombie bridesmaid #4|Sam|Chris|Millie|Julian|Jock|Tara|Zombie bridesmaid #2|Peyton|Missy|Haley|Tim|Lucas|Alex|Bankers|Nick (teacher)|Zombie bridesmaid #5|Sylvia|Rachel|Dan|Ted|Psycho Derek|Xavier|,9.0,106.0
159,2,14,0:36:48,kiss,Jake,Peyton,"""...I kept thinking about stuff I should've done... Mostly being with you.""",1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
160,2,15,0:20:23,kiss,Jake,Peyton,First date.,1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
161,2,15,0:24:14,kiss,Jake,Peyton,After their first date.,1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
162,2,15,0:25:51,fight,Lucas,Nathan,"""Kinda like how your wife liks Chris better than you.""",1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,9.0,90.0
163,2,15,0:28:47,kiss,Jake,Peyton,"""Do you have ghosts?"" ""Only nice ones.""",1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
164,2,15,0:40:19,kiss,Jake,Peyton,"""I'm doing something with her that I've never done before... I'm falling in love.""",1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
165,2,16,0:03:26,kiss,Jake,Peyton,Interrupted by Jenny's first word and Brooke.,1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
166,2,16,0:15:34,kiss,Jake,Peyton,Getting ready for the wedding.,1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
167,2,16,0:14:46,kiss,Andy,Karen,"""I love you.""",1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
168,2,16,0:24:39,kiss,Andy,Karen,Before the wedding.,1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
169,2,16,0:27:55,fight,Dan,Nathan,Nathan scuffles with Dan before the wedding.,1/26/2023 21:06,,fight,|Dan|Nathan|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,9.0,49.0
170,2,16,0:30:43,fight,Jules,Karen,Karen slaps Jules.,1/26/2023 21:06,,fight,|Jules|Karen|,1,|Karen|,5.0,5.0
171,2,17,0:08:29,fight,Dan,Keith,"""Oh wait. She's not that bright. You better check under H."" (and Keith throws a wheel through he dealership window).",1/26/2023 21:06,,fight,|Dan|Keith|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,9.0,49.0
172,2,17,0:17:19,kiss,Haley,Nathan,[Flashback] Nathan comforting Haley when she misses her parents (who have moved away).,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
173,2,17,0:21:19,kiss,Haley,Nathan,[Flashback] Recording their voicemail message as a married couple.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
174,2,17,0:28:08,kiss,Haley,Nathan,[Flashback] Nathan carrying Haley over the threshold after their wedding.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
175,2,17,0:32:24,kiss,Haley,Nathan,Visiting Haley on tour.,1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,13.0,106.0
176,2,17,0:38:19,kiss,Jake,Peyton,"""Now it's me and Jenny... and you.""",1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
177,2,18,0:25:06,kiss,Anna,Darby,Saying goodbye.,1/26/2023 21:06,,kiss,|Anna|Darby|,1,|Peyton|Darby|Lucas|,7.0,7.0
178,2,18,0:31:52,kiss,Jake,Peyton,"""... If I could, I would stay with you forever.""",1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
179,2,19,0:18:04,kiss,Andy,Karen,"""I hope there's never another woman in my life.""",1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
180,2,19,0:26:14,kiss,Erica,Mouth,Walking her home.,1/26/2023 21:06,,kiss,|Erica|Mouth|,1,|Mouth|,2.0,2.0
181,2,19,0:41:25,fight,Cooper,Dan,While Nathan is in the hospital.,1/26/2023 21:06,,fight,|Cooper|Dan|,1,|Dan|,1.0,3.0
182,2,20,0:01:28,kiss,Dan,Karen,In Nathan's dream.,1/26/2023 21:06,,kiss,|Dan|Karen|,1,|Karen|Patty|Deb|Haley|Rachel|,9.0,49.0
183,2,20,0:16:37,kiss,Karen,Keith,In Nathan's dream.,1/26/2023 21:06,,kiss,|Karen|Keith|,1,|Dan|Keith|Andy|Larry Sawyer|,6.0,20.0
184,2,20,0:23:58,fight,Basketball Team,Nathan,[In Natha's dream] The team kidnaps Nathan and dumps him in a mud puddle.,1/26/2023 21:06,,fight,|Basketball Team|Nathan|,1,|Nathan|Lucas|,,
185,2,20,0:27:43,fight,Skills,Tim,In Nathan's dream.,1/26/2023 21:06,,fight,|Skills|Tim|,1,|Nathan|Julian|Marcus|Dan|Mouth|Tim|,1.0,16.0
186,2,20,0:31:22,fight,Lucas,Nathan,[In Nathan's dream] Lucas punches Nathan.,1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,9.0,90.0
187,2,21,0:22:27,kiss,Tric Patron #1,Tric Patron #2,After the fundraiser movie night.,1/26/2023 21:06,,kiss,|Tric Patron #1|Tric Patron #2|,1,|Tric Patron #2|,,
188,2,21,0:22:27,kiss,Tric Patron #3,Tric Patron #4,After the fundraiser movie night.,1/26/2023 21:06,,kiss,|Tric Patron #3|Tric Patron #4|,1,|Tric Patron #4|,,
189,2,21,0:28:29,fight,Dan,Nathan,Dan grabs Nathan.,1/26/2023 21:06,,fight,|Dan|Nathan|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,9.0,49.0
190,2,22,0:07:48,kiss,Dan,Karen,Dan grabs Karen and kisses her.,1/26/2023 21:06,,kiss,|Dan|Karen|,1,|Karen|Patty|Deb|Haley|Rachel|,9.0,49.0
191,2,22,0:07:48,fight,Dan,Karen,"After Dan kisses Karen against her will, Karen throws a chair through the window at the dealership.",1/26/2023 21:06,,fight,|Dan|Karen|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,9.0,49.0
192,2,22,0:19:35,kiss,Erica,Mouth,"""Gimme some Mouth""",1/26/2023 21:06,,kiss,|Erica|Mouth|,1,|Mouth|,2.0,2.0
193,2,22,0:35:01,kiss,Jake,Peyton,"""... I could have held you in my arms forever. It still wouldn't have been long enough.""",1/26/2023 21:06,,kiss,|Jake|Peyton|,1,|Peyton|Nicki|,6.0,10.0
194,2,22,0:38:17,kiss,Andy,Karen,"""Somehow it just doesn't seem to be enough.""",1/26/2023 21:06,,kiss,|Andy|Karen|,1,|Karen|,5.0,5.0
195,2,22,0:41:31,kiss,Erica,Mouth,"""Clearly Shaw never kissed Erica Marsh.""",1/26/2023 21:06,,kiss,|Erica|Mouth|,1,|Mouth|,2.0,2.0
196,2,22,0:27:40,fight,Andy,Dan,"Dan throws an award plaque at Andy, breaking the window at the dealership.",1/26/2023 21:06,,fight,|Andy|Dan|,1,|Dan|,5.0,5.0
197,2,23,0:16:50,kiss,Brooke,Lucas,In Lucas's dream.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
198,2,23,0:34:33,kiss,Brooke,Lucas,"""Tell me that was a goodbye kiss.""",1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,9.0,106.0
199,3,1,0:30:21,kiss,Haley,Nathan,"""Always and forever.""",1/26/2023 21:06,,kiss,|Haley|Nathan|,1,|Nathan|Dan|Chris|Lucas|,16.0,106.0
200,3,1,0:39:03,kiss,Brooke,Lucas,On the beach.,1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,17.0,106.0
201,3,2,0:12:59,kiss,Brooke,Lucas,"""I like this couch.""",1/26/2023 21:06,,kiss,|Brooke|Lucas|,1,|Pete Wentz|Nick (teacher)|Nathan|Tia|Julian|Lucas|Alexander|Club Boy|Felix|Owen|Abercrombie|Chris|Peyton|Psycho Derek|Chase|Nick Lachey|Mouth|,17.0,106.0
202,3,2,0:24:08,kiss,Party kid #1,Party kid #2,At the end-of-summer beach party.,1/26/2023 21:06,,kiss,|Party kid #1|Party kid #2|,1,|Party kid #2|,,
203,3,2,0:36:16,kiss,Party kid #3,Party kid #4,At the end-of-summer beach party.,1/26/2023 21:06,,kiss,|Party kid #3|Party kid #4|,1,|Party kid #4|,,
204,3,3,0:09:52,fight,Dan,Lucas,Dan and Lucas angrily and forcefully pass a basketball at each other.,1/26/2023 21:06,,fight,|Dan|Lucas|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,8.0,49.0
205,3,3,0:15:20,fight,Haley,Sue,"""You like to sing about stars? Maybe you'd like to see some!""",1/26/2023 21:06,,fight,|Haley|Sue|,1,|Randy|Damien|Chuck's Mom|Sue|Renee|Officer Stevens|Dan|Billy (Drug Dealer)|Taylor|Carrie|Daunte|Brooke|Rachel|,16.0,106.0
206,3,3,0:30:19,fight,Dan,Lucas,"Dan chokes Lucas, Lucas punches Dan.",1/26/2023 21:06,,fight,|Dan|Lucas|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,8.0,49.0
207,3,3,0:30:23,fight,Dan,Peyton,"During the fight with Lucas, Dan shoves Peyton.",1/26/2023 21:06,,fight,|Dan|Peyton|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,8.0,49.0
208,3,4,0:03:53,kiss,Mayor Mullins,Prostitutes,Set up by Dan.,1/26/2023 21:06,,kiss,|Mayor Mullins|Prostitutes|,1,|Prostitutes|,1.0,1.0
209,3,4,0:24:08,fight,Dan,Deb,Deb tases Dan in bed.,1/26/2023 21:06,,fight,|Dan|Deb|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,8.0,49.0
210,3,4,0:31:54,kiss,Chris,Haley,At the costume party (Haley thinks that it's Nathan in the batman suit).,1/26/2023 21:06,,kiss,|Chris|Haley|,1,|Guitar Tech?|Strip Club Server|Tara|Cinnamon|Peyton|Brooke|Pony|Haley|,4.0,14.0
211,3,4,0:38:32,fight,Dan,Deb,Dan glues the phone to Deb's face and tortures her with loud noises.,1/26/2023 21:06,,fight,|Dan|Deb|,1,|Officer Burns|Cooper|Andy|Brooke|Mrs. Edwards|Thug #2|Peyton|Billy (Drug Dealer)|Deb|Thug|Haley|Keith|Skills|Nathan|Clay|Lucas|Damien|Thug #4|Carrie|Mouth|Thug #3|Karen|Dimitri|Owen|Whitey|,8.0,49.0
212,3,5,0:02:52,fight,Lucas,Nathan,"Lucas confronts Nathan about his relationship with Haley, then accuses him of being just like Dan.",1/26/2023 21:06,,fight,|Lucas|Nathan|,1,|Nathan|Basketball Team|Julian|Masonboro Player|Karen|Friend #1|Felix|Ronnie|Dan|Peyton|Gabe|Chris|Psycho Derek|Rusty|Deb|Brooke|Tim|,17.0,90.0
213,3,5,0:15:14,kiss,Lucas,Rachel,"""Yummy!""",1/26/2023 21:06,,kiss,|Lucas|Rachel|,1,|Lindsey|Peyton|Anna|Nicki|Haley|Brooke|Rachel|,17.0,90.0
214,3,5,0:34:55,fight,Brooke,Rachel,Brooke and Rachel shove each other after the dance routine.,1/26/2023 21:06,,fight,|Brooke|Rachel|,1,|Zombie bridesmaid #4|Sam|Chris|Millie|Julian|Jock|Tara|Zombie bridesmaid #2|Peyton|Missy|Haley|Tim|Lucas|Alex|Bankers|Nick (teacher)|Zombie bridesmaid #5|Sylvia|Rachel|Dan|Ted|Psycho Derek|Xavier|,17.0,106.0
215,3,5,0:35:42,fight,Brooke,Rachel,Brooke and Rachel fight during the boys' fight.,1/26/2023 21:06,,fight,|Brooke|Rachel|,1,|Zombie bridesmaid #4|Sam|Chris|Millie|Julian|Jock|Tara|Zombie bridesmaid #2|Peyton|Missy|Haley|Tim|Lucas|Alex|Bankers|Nick (teacher)|Zombie bridesmaid #5|Sylvia|Rachel|Dan|Ted|Psycho Derek|Xavier|,17.0,106.0
